ID do Cliente,Idade,Sexo,Item Vendido,Categoria,Valor da Venda (USD),Localizacao,Tamanho,Cor,Temporada,Avaliacao,Assinatura,Envio,Desconto,Codigo Promocional,Vendas Anteriores,Forma de Pagamento,Frequencia de Vendas
2779,70,Mulher,Cinto,Acessorios,57,Pennsylvania,G,Amarelo,Primavera,32,Nao,Standard,Nao,No,24,Em dinheiro,Quinzenalmente
2780,61,Mulher,Oculos de sol,Acessorios,66,Montana,G,Azul,Inverno,43,Nao,Expresso,Nao,No,14,Transferencia bancaria,Quinzenalmente
2781,33,Mulher,Botas,Calcados,70,Ohio,M,Carvao,Inverno,41,Nao,Next Day Air,Nao,No,29,Transferencia bancaria,Quinzenalmente
2782,65,Mulher,Sandalhas,Calcados,39,Mississippi,M,Azul,Primavera,46,Nao,Standard,Nao,No,33,PIX,Semanalmente
2783,41,Mulher,Gloves,Acessorios,34,Idaho,P,Ciano,Primavera,38,Nao,Free Shipping,Nao,No,30,PayPal,Anualmente
2784,19,Mulher,Saia,Roupas,38,Virginia,M,Prateado,Primavera,45,Nao,Next Day Air,Nao,No,26,Cartao de Credito,Trimestralmente
2785,33,Mulher,Saia,Roupas,70,Idaho,M,Preto,Inverno,31,Nao,Expresso,Nao,No,12,Transferencia bancaria,A cada 3 meses
2786,53,Mulher,Blusa,Roupas,80,Louisiana,P,Verde,Verao,29,Nao,Next Day Air,Nao,No,13,Cartao de Credito,Mensalmente
2787,54,Mulher,Bolsa,Acessorios,51,Colorado,M,Violeta,Primavera,38,Nao,Next Day Air,Nao,No,41,PayPal,A cada 3 meses
2788,36,Mulher,Botas,Calcados,79,West Virginia,XG,Rosa,Primavera,41,Nao,Next Day Air,Nao,No,4,Em dinheiro,Quinzenalmente
2789,56,Mulher,Botas,Calcados,92,Rhode Island,M,Oliva,Verao,31,Nao,Free Shipping,Nao,No,2,Em dinheiro,Anualmente
2790,28,Mulher,Sueter,Roupas,85,North Carolina,G,Laranja,Outono,50,Nao,Expresso,Nao,No,28,Em dinheiro,Quinzenalmente
2791,34,Mulher,Socks,Roupas,63,Maine,M,Preto,Primavera,45,Nao,Free Shipping,Nao,No,24,Em dinheiro,Anualmente
2792,43,Mulher,Gloves,Acessorios,60,Iowa,M,Amarelo,Outono,28,Nao,Expresso,Nao,No,14,Cartao de Credito,Quinzenalmente
2793,54,Mulher,Shorts,Roupas,44,Kentucky,G,Violeta,Inverno,32,Nao,Expresso,Nao,No,11,Cartao de Debito,Semanalmente
2794,37,Mulher,Botas,Calcados,57,Massachusetts,M,Prateado,Primavera,31,Nao,Standard,Nao,No,27,Transferencia bancaria,Quinzenalmente
2795,33,Mulher,Jaqueta,Agasalhos,24,New York,M,Gold,Outono,33,Nao,Standard,Nao,No,7,PayPal,Quinzenalmente
2796,33,Mulher,Cachecol,Acessorios,35,Nebraska,M,Magenta,Inverno,34,Nao,Retirado na loja,Nao,No,49,Transferencia bancaria,Anualmente
2797,55,Mulher,Jaqueta,Agasalhos,73,Oklahoma,M,Vermelho,Inverno,38,Nao,Retirado na loja,Nao,No,21,Em dinheiro,Anualmente
2798,63,Mulher,Joias,Acessorios,42,Oklahoma,M,Verde,Inverno,35,Nao,Expresso,Nao,No,10,PayPal,A cada 3 meses
2799,52,Mulher,Moletom,Roupas,20,Rhode Island,XG,Vermelho,Inverno,48,Nao,Retirado na loja,Nao,No,37,Cartao de Credito,Semanalmente
2800,23,Mulher,T-shirt,Roupas,89,Maine,G,Rosa,Primavera,39,Nao,Free Shipping,Nao,No,9,Cartao de Credito,A cada 3 meses
2801,70,Mulher,Shirt,Roupas,76,Arkansas,G,Violeta,Outono,34,Nao,Free Shipping,Nao,No,14,PayPal,Quinzenalmente
2802,64,Mulher,Shirt,Roupas,56,New Mexico,M,Indigo,Inverno,26,Nao,Expresso,Nao,No,30,Em dinheiro,Anualmente
2803,22,Mulher,Casaco,Agasalhos,100,Hawaii,G,Vermelho,Outono,31,Nao,Retirado na loja,Nao,No,42,Transferencia bancaria,Quinzenalmente
2804,46,Mulher,T-shirt,Roupas,44,Idaho,M,Violeta,Inverno,33,Nao,Free Shipping,Nao,No,31,Cartao de Credito,Mensalmente
2805,65,Mulher,Moletom,Roupas,76,South Carolina,M,Ciano,Primavera,28,Nao,Standard,Nao,No,48,Cartao de Credito,A cada 3 meses
2806,18,Mulher,Oculos de sol,Acessorios,97,Nevada,P,Preto,Outono,43,Nao,Standard,Nao,No,48,Em dinheiro,Trimestralmente
2807,45,Mulher,Blusa,Roupas,39,South Carolina,G,Roxo,Primavera,27,Nao,Standard,Nao,No,50,PayPal,Anualmente
2808,56,Mulher,Moletom,Roupas,100,Maryland,M,Carvao,Primavera,44,Nao,Frete em 2 dias,Nao,No,10,Cartao de Debito,Quinzenalmente
2809,49,Mulher,Saia,Roupas,62,Tennessee,M,Bege,Primavera,39,Nao,Free Shipping,Nao,No,45,Cartao de Credito,A cada 3 meses
2810,66,Mulher,Shorts,Roupas,98,Arkansas,XG,Verde-azulado,Verao,30,Nao,Standard,Nao,No,27,Cartao de Debito,Trimestralmente
2811,27,Mulher,Jeans,Roupas,31,Arizona,M,Roxo,Verao,40,Nao,Standard,Nao,No,10,Cartao de Credito,Quinzenalmente
2812,69,Mulher,Jaqueta,Agasalhos,89,Ohio,M,Azul,Outono,37,Nao,Retirado na loja,Nao,No,19,PayPal,Trimestralmente
2813,66,Mulher,Moletom,Roupas,91,North Dakota,XG,Magenta,Outono,38,Nao,Retirado na loja,Nao,No,1,Cartao de Debito,A cada 3 meses
2814,45,Mulher,Shirt,Roupas,50,Vermont,P,Marrom,Verao,33,Nao,Frete em 2 dias,Nao,No,39,Cartao de Debito,Trimestralmente
2815,31,Mulher,T-shirt,Roupas,32,Minnesota,G,Gold,Inverno,36,Nao,Standard,Nao,No,14,PIX,Mensalmente
2816,33,Mulher,Blusa,Roupas,67,Idaho,G,Preto,Outono,39,Nao,Free Shipping,Nao,No,40,Em dinheiro,A cada 3 meses
2817,43,Mulher,Saia,Roupas,28,Maryland,M,Preto,Primavera,35,Nao,Free Shipping,Nao,No,45,Transferencia bancaria,Semanalmente
2818,25,Mulher,Mochila,Acessorios,65,South Carolina,XG,Amarelo,Inverno,34,Nao,Standard,Nao,No,6,Cartao de Credito,Semanalmente
2819,46,Mulher,Shorts,Roupas,73,California,M,Turquesa,Outono,47,Nao,Next Day Air,Nao,No,12,PIX,Anualmente
2820,67,Mulher,Shirt,Roupas,27,Georgia,G,Lavanda,Primavera,30,Nao,Free Shipping,Nao,No,19,Cartao de Credito,Mensalmente
2821,26,Mulher,Mochila,Acessorios,89,Vermont,G,Amarelo,Verao,39,Nao,Free Shipping,Nao,No,5,PIX,Quinzenalmente
2822,35,Mulher,Sapatos,Calcados,72,Georgia,G,Oliva,Verao,45,Nao,Standard,Nao,No,37,Cartao de Credito,Mensalmente
2823,61,Mulher,Saia,Roupas,37,New Jersey,P,Marrom,Outono,41,Nao,Standard,Nao,No,33,PayPal,Trimestralmente
2824,26,Mulher,Vestido,Roupas,63,Utah,M,Oliva,Verao,45,Nao,Standard,Nao,No,47,PIX,Quinzenalmente
2825,39,Mulher,Chapeu,Acessorios,90,Utah,M,Roxo,Outono,40,Nao,Free Shipping,Nao,No,49,Cartao de Debito,Trimestralmente
2826,69,Mulher,Bolsa,Acessorios,62,North Carolina,M,Amarelo,Inverno,43,Nao,Frete em 2 dias,Nao,No,28,Em dinheiro,Anualmente
2827,32,Mulher,Bolsa,Acessorios,43,Florida,G,Marrom,Outono,36,Nao,Expresso,Nao,No,23,Cartao de Debito,Anualmente
2828,20,Mulher,Blusa,Roupas,96,Wisconsin,M,Magenta,Outono,31,Nao,Next Day Air,Nao,No,11,Cartao de Credito,Quinzenalmente
2829,25,Mulher,Cachecol,Acessorios,83,Tennessee,G,Lavanda,Outono,26,Nao,Standard,Nao,No,33,Cartao de Credito,Trimestralmente
2830,56,Mulher,Joias,Acessorios,67,Arizona,XG,Verde-azulado,Outono,34,Nao,Next Day Air,Nao,No,47,PayPal,Semanalmente
2831,63,Mulher,Saia,Roupas,90,Oregon,G,Ciano,Primavera,29,Nao,Retirado na loja,Nao,No,13,Cartao de Credito,A cada 3 meses
2832,34,Mulher,Moletom,Roupas,53,Virginia,G,Rosa,Inverno,50,Nao,Expresso,Nao,No,4,Em dinheiro,Semanalmente
2833,29,Mulher,Cachecol,Acessorios,37,Maryland,M,Magenta,Verao,46,Nao,Standard,Nao,No,40,Em dinheiro,Trimestralmente
2834,43,Mulher,Jeans,Roupas,56,Arkansas,M,Verde-azulado,Outono,33,Nao,Free Shipping,Nao,No,19,PayPal,Mensalmente
2835,39,Mulher,Jaqueta,Agasalhos,43,Texas,M,Indigo,Outono,29,Nao,Frete em 2 dias,Nao,No,17,Cartao de Credito,Semanalmente
2836,33,Mulher,T-shirt,Roupas,84,Vermont,P,Rosa,Inverno,49,Nao,Free Shipping,Nao,No,7,Cartao de Credito,Anualmente
2837,51,Mulher,Calcas,Roupas,50,Wyoming,M,Carvao,Inverno,50,Nao,Frete em 2 dias,Nao,No,21,PIX,Quinzenalmente
2838,65,Mulher,Sapatos,Calcados,88,Alabama,M,Marrom,Verao,45,Nao,Expresso,Nao,No,44,PIX,Semanalmente
2839,51,Mulher,Jaqueta,Agasalhos,50,Maine,M,Azul,Outono,37,Nao,Free Shipping,Nao,No,2,PIX,Semanalmente
2840,70,Mulher,Cachecol,Acessorios,80,South Dakota,G,Verde-azulado,Verao,28,Nao,Retirado na loja,Nao,No,30,Em dinheiro,Mensalmente
2841,40,Mulher,T-shirt,Roupas,47,West Virginia,G,Rosa,Primavera,35,Nao,Retirado na loja,Nao,No,41,Transferencia bancaria,Anualmente
2842,19,Mulher,Vestido,Roupas,33,Ohio,XG,Magenta,Inverno,30,Nao,Frete em 2 dias,Nao,No,31,Cartao de Credito,Semanalmente
2843,28,Mulher,Casaco,Agasalhos,100,Arizona,G,Verde,Outono,43,Nao,Standard,Nao,No,48,Em dinheiro,Trimestralmente
2844,51,Mulher,Sueter,Roupas,26,Ohio,M,Branco,Verao,36,Nao,Retirado na loja,Nao,No,41,Em dinheiro,Semanalmente
2845,32,Mulher,Chapeu,Acessorios,79,New Mexico,M,Indigo,Verao,44,Nao,Standard,Nao,No,42,PIX,Anualmente
2846,26,Mulher,Mochila,Acessorios,77,South Dakota,G,Lavanda,Verao,41,Nao,Expresso,Nao,No,39,Em dinheiro,A cada 3 meses
2847,50,Mulher,Socks,Roupas,36,Oklahoma,XG,Preto,Outono,28,Nao,Next Day Air,Nao,No,15,Em dinheiro,Quinzenalmente
2848,68,Mulher,Joias,Acessorios,21,Connecticut,G,Carvao,Inverno,28,Nao,Free Shipping,Nao,No,3,PIX,A cada 3 meses
2849,33,Mulher,Botas,Calcados,72,Wisconsin,G,Cinza,Outono,49,Nao,Retirado na loja,Nao,No,28,Cartao de Debito,Trimestralmente
2850,56,Mulher,Casaco,Agasalhos,25,New Hampshire,M,Gold,Primavera,41,Nao,Expresso,Nao,No,27,Cartao de Credito,Quinzenalmente
2851,57,Mulher,Sueter,Roupas,79,Nebraska,M,Prateado,Primavera,30,Nao,Retirado na loja,Nao,No,36,Cartao de Credito,Anualmente
2852,58,Mulher,Blusa,Roupas,73,Nevada,G,Verde-azulado,Verao,30,Nao,Retirado na loja,Nao,No,42,Transferencia bancaria,Mensalmente
2853,40,Mulher,Cinto,Acessorios,71,New York,M,Magenta,Primavera,30,Nao,Retirado na loja,Nao,No,30,Cartao de Credito,Semanalmente
2854,37,Mulher,Chapeu,Acessorios,48,Pennsylvania,M,Magenta,Inverno,32,Nao,Next Day Air,Nao,No,9,Em dinheiro,Semanalmente
2855,36,Mulher,Sandalhas,Calcados,28,Delaware,M,Bege,Outono,27,Nao,Retirado na loja,Nao,No,25,Cartao de Debito,Mensalmente
2856,29,Mulher,Botas,Calcados,95,Mississippi,P,Marrom,Inverno,38,Nao,Frete em 2 dias,Nao,No,33,Cartao de Debito,Trimestralmente
2857,65,Mulher,Jaqueta,Agasalhos,48,Iowa,M,Indigo,Inverno,35,Nao,Frete em 2 dias,Nao,No,31,Cartao de Debito,Mensalmente
2858,44,Mulher,Vestido,Roupas,93,Utah,P,Marrom,Primavera,38,Nao,Next Day Air,Nao,No,35,PIX,Mensalmente
2859,34,Mulher,Jeans,Roupas,87,Maryland,G,Verde-azulado,Verao,38,Nao,Frete em 2 dias,Nao,No,46,Em dinheiro,Mensalmente
2860,31,Mulher,Shorts,Roupas,32,Utah,G,Amarelo,Outono,34,Nao,Expresso,Nao,No,29,PIX,Anualmente
2861,28,Mulher,Shirt,Roupas,38,Rhode Island,M,Gold,Primavera,29,Nao,Next Day Air,Nao,No,49,PayPal,Semanalmente
2862,66,Mulher,Casaco,Agasalhos,54,Maryland,M,Verde-azulado,Outono,34,Nao,Free Shipping,Nao,No,27,Cartao de Debito,Mensalmente
2863,68,Mulher,Casaco,Agasalhos,75,Hawaii,P,Violeta,Verao,47,Nao,Retirado na loja,Nao,No,5,Transferencia bancaria,A cada 3 meses
2864,37,Mulher,T-shirt,Roupas,56,Connecticut,M,Amarelo,Outono,39,Nao,Frete em 2 dias,Nao,No,18,Cartao de Debito,Mensalmente
2865,58,Mulher,Sueter,Roupas,43,Illinois,P,Marrom,Outono,36,Nao,Retirado na loja,Nao,No,31,Cartao de Debito,Semanalmente
2866,28,Mulher,Saia,Roupas,97,California,M,Prateado,Outono,37,Nao,Free Shipping,Nao,No,27,Em dinheiro,Quinzenalmente
2867,54,Mulher,Blusa,Roupas,75,Connecticut,P,Violeta,Verao,31,Nao,Free Shipping,Nao,No,19,PIX,Anualmente
2868,21,Mulher,Tenis,Calcados,55,Colorado,G,Branco,Verao,49,Nao,Next Day Air,Nao,No,33,PIX,Quinzenalmente
2869,45,Mulher,Mochila,Acessorios,49,Colorado,M,Preto,Inverno,26,Nao,Next Day Air,Nao,No,42,Cartao de Debito,A cada 3 meses
2870,57,Mulher,Socks,Roupas,58,Georgia,M,Branco,Verao,42,Nao,Standard,Nao,No,16,Em dinheiro,Semanalmente
2871,47,Mulher,Joias,Acessorios,34,North Dakota,M,Azul,Inverno,48,Nao,Free Shipping,Nao,No,49,Cartao de Debito,A cada 3 meses
2872,46,Mulher,Shorts,Roupas,43,Idaho,P,Preto,Verao,27,Nao,Frete em 2 dias,Nao,No,40,Em dinheiro,Quinzenalmente
2873,63,Mulher,Joias,Acessorios,48,Connecticut,G,Oliva,Outono,26,Nao,Next Day Air,Nao,No,5,PIX,Anualmente
2874,44,Mulher,Sueter,Roupas,40,Montana,M,Verde-azulado,Primavera,26,Nao,Free Shipping,Nao,No,8,PayPal,Mensalmente
2875,36,Mulher,Shirt,Roupas,29,Colorado,G,Prateado,Verao,31,Nao,Standard,Nao,No,2,Cartao de Debito,Anualmente
2876,24,Mulher,Calcas,Roupas,81,Kentucky,M,Rosa,Outono,26,Nao,Free Shipping,Nao,No,14,Cartao de Credito,Semanalmente
2877,65,Mulher,Moletom,Roupas,84,New Mexico,M,Carvao,Primavera,34,Nao,Frete em 2 dias,Nao,No,5,Cartao de Credito,Quinzenalmente
2878,32,Mulher,Socks,Roupas,46,New Jersey,M,Prateado,Verao,36,Nao,Standard,Nao,No,34,PayPal,Mensalmente
2879,63,Mulher,Vestido,Roupas,86,California,G,Turquesa,Verao,43,Nao,Next Day Air,Nao,No,13,PIX,Anualmente
2880,62,Mulher,Blusa,Roupas,57,North Dakota,XG,Turquesa,Inverno,49,Nao,Free Shipping,Nao,No,31,Cartao de Credito,Anualmente
2881,19,Mulher,Saia,Roupas,61,Florida,G,Bege,Inverno,48,Nao,Retirado na loja,Nao,No,43,Cartao de Debito,Trimestralmente
2882,38,Mulher,Mochila,Acessorios,90,Texas,M,Ciano,Inverno,42,Nao,Free Shipping,Nao,No,6,Cartao de Credito,Anualmente
2883,59,Mulher,Blusa,Roupas,51,Oklahoma,G,Gold,Inverno,26,Nao,Retirado na loja,Nao,No,23,Cartao de Credito,Quinzenalmente
2884,22,Mulher,Socks,Roupas,48,Rhode Island,XG,Prateado,Primavera,32,Nao,Standard,Nao,No,10,Cartao de Debito,Semanalmente
2885,55,Mulher,Botas,Calcados,50,Arkansas,M,Roxo,Verao,34,Nao,Frete em 2 dias,Nao,No,47,Transferencia bancaria,A cada 3 meses
2886,29,Mulher,Mochila,Acessorios,82,Nevada,M,Amarelo,Verao,35,Nao,Next Day Air,Nao,No,14,Transferencia bancaria,Quinzenalmente
2887,42,Mulher,Chapeu,Acessorios,33,Utah,G,Azul,Primavera,42,Nao,Free Shipping,Nao,No,29,Cartao de Credito,Semanalmente
2888,23,Mulher,Sandalhas,Calcados,28,Kentucky,G,Azul,Inverno,28,Nao,Expresso,Nao,No,12,Cartao de Debito,Quinzenalmente
2889,70,Mulher,Moletom,Roupas,42,Wisconsin,G,Verde,Primavera,50,Nao,Frete em 2 dias,Nao,No,25,PIX,Trimestralmente
2890,64,Mulher,Oculos de sol,Acessorios,43,Minnesota,M,Carvao,Outono,33,Nao,Retirado na loja,Nao,No,21,Cartao de Credito,Anualmente
2891,39,Mulher,Jeans,Roupas,55,North Dakota,M,Violeta,Inverno,37,Nao,Free Shipping,Nao,No,23,PayPal,Mensalmente
2892,47,Mulher,T-shirt,Roupas,73,Ohio,XG,Preto,Inverno,25,Nao,Free Shipping,Nao,No,10,PIX,Mensalmente
2893,22,Mulher,Vestido,Roupas,39,Nevada,M,Verde-azulado,Primavera,32,Nao,Standard,Nao,No,47,Transferencia bancaria,Mensalmente
2894,69,Mulher,Cinto,Acessorios,20,Kentucky,P,Laranja,Primavera,31,Nao,Free Shipping,Nao,No,44,Cartao de Credito,A cada 3 meses
2895,35,Mulher,Joias,Acessorios,32,Kentucky,P,Marrom,Primavera,35,Nao,Standard,Nao,No,41,Em dinheiro,Anualmente
2896,56,Mulher,Moletom,Roupas,86,Montana,G,Verde,Verao,46,Nao,Standard,Nao,No,29,Cartao de Debito,Mensalmente
2897,30,Mulher,Blusa,Roupas,91,Delaware,M,Prateado,Verao,33,Nao,Free Shipping,Nao,No,2,Cartao de Credito,A cada 3 meses
2898,43,Mulher,Jaqueta,Agasalhos,59,Montana,G,Violeta,Outono,25,Nao,Free Shipping,Nao,No,2,Cartao de Credito,Quinzenalmente
2899,23,Mulher,Tenis,Calcados,33,New Jersey,XG,Pessego,Verao,46,Nao,Expresso,Nao,No,29,Cartao de Credito,Anualmente
2900,50,Mulher,Botas,Calcados,64,Nebraska,M,Gold,Primavera,42,Nao,Frete em 2 dias,Nao,No,22,PayPal,Quinzenalmente
2901,41,Mulher,Blusa,Roupas,67,Maryland,XG,Violeta,Inverno,40,Nao,Standard,Nao,No,23,Transferencia bancaria,Quinzenalmente
2902,41,Mulher,Blusa,Roupas,43,Alabama,G,Oliva,Inverno,26,Nao,Free Shipping,Nao,No,46,Cartao de Credito,Trimestralmente
2903,27,Mulher,Botas,Calcados,32,North Carolina,P,Laranja,Primavera,46,Nao,Standard,Nao,No,19,Cartao de Debito,Quinzenalmente
2904,38,Mulher,Cachecol,Acessorios,39,Delaware,P,Verde-azulado,Primavera,35,Nao,Frete em 2 dias,Nao,No,24,PIX,A cada 3 meses
2905,41,Mulher,Sandalhas,Calcados,41,Iowa,M,Cinza,Primavera,40,Nao,Frete em 2 dias,Nao,No,43,Transferencia bancaria,Mensalmente
2906,58,Mulher,Oculos de sol,Acessorios,53,New York,G,Preto,Inverno,48,Nao,Standard,Nao,No,14,PayPal,Quinzenalmente
2907,58,Mulher,Casaco,Agasalhos,27,Virginia,M,Indigo,Primavera,39,Nao,Standard,Nao,No,7,PayPal,Anualmente
2908,19,Mulher,Oculos de sol,Acessorios,82,Maryland,XG,Lavanda,Verao,37,Nao,Next Day Air,Nao,No,50,Em dinheiro,Quinzenalmente
2909,43,Mulher,Blusa,Roupas,87,Texas,M,Bege,Inverno,31,Nao,Retirado na loja,Nao,No,15,Cartao de Debito,A cada 3 meses
2910,27,Mulher,Mochila,Acessorios,78,Louisiana,M,Indigo,Inverno,30,Nao,Next Day Air,Nao,No,40,Transferencia bancaria,A cada 3 meses
2911,32,Mulher,Cinto,Acessorios,32,Mississippi,M,Azul,Verao,29,Nao,Retirado na loja,Nao,No,41,Transferencia bancaria,Mensalmente
2912,28,Mulher,Socks,Roupas,38,Ohio,XG,Laranja,Outono,29,Nao,Next Day Air,Nao,No,34,Cartao de Debito,Trimestralmente
2913,48,Mulher,Sapatos,Calcados,37,Oregon,M,Amarelo,Inverno,40,Nao,Standard,Nao,No,27,Em dinheiro,Quinzenalmente
2914,43,Mulher,Casaco,Agasalhos,83,Wyoming,G,Ciano,Inverno,35,Nao,Expresso,Nao,No,12,Cartao de Debito,A cada 3 meses
2915,45,Mulher,Sueter,Roupas,72,Pennsylvania,M,Amarelo,Outono,38,Nao,Expresso,Nao,No,1,PayPal,Quinzenalmente
2916,26,Mulher,Shirt,Roupas,30,Oregon,M,Ciano,Outono,45,Nao,Expresso,Nao,No,39,Cartao de Credito,Quinzenalmente
2917,62,Mulher,Shorts,Roupas,66,Oklahoma,M,Verde,Inverno,27,Nao,Expresso,Nao,No,13,Cartao de Credito,Quinzenalmente
2918,58,Mulher,Shirt,Roupas,45,Colorado,XG,Branco,Inverno,29,Nao,Retirado na loja,Nao,No,50,Em dinheiro,Anualmente
2919,19,Mulher,Oculos de sol,Acessorios,73,New York,P,Preto,Outono,49,Nao,Free Shipping,Nao,No,36,Cartao de Credito,Semanalmente
2920,64,Mulher,Sapatos,Calcados,67,Minnesota,G,Carvao,Inverno,38,Nao,Standard,Nao,No,31,Transferencia bancaria,Mensalmente
2921,33,Mulher,Oculos de sol,Acessorios,72,Texas,XG,Marrom,Primavera,49,Nao,Free Shipping,Nao,No,3,PIX,Quinzenalmente
2922,20,Mulher,Bolsa,Acessorios,24,Wisconsin,M,Ciano,Outono,46,Nao,Standard,Nao,No,11,PIX,Quinzenalmente
2923,45,Mulher,Oculos de sol,Acessorios,68,Kentucky,G,Bege,Inverno,35,Nao,Expresso,Nao,No,16,PIX,Trimestralmente
2924,28,Mulher,Shirt,Roupas,70,Pennsylvania,M,Magenta,Primavera,42,Nao,Frete em 2 dias,Nao,No,12,Transferencia bancaria,Trimestralmente
2925,47,Mulher,Shirt,Roupas,64,Rhode Island,G,Indigo,Inverno,37,Nao,Free Shipping,Nao,No,37,Transferencia bancaria,A cada 3 meses
2926,54,Mulher,Sueter,Roupas,91,Illinois,M,Marrom,Primavera,28,Nao,Retirado na loja,Nao,No,43,Em dinheiro,A cada 3 meses
2927,64,Mulher,Bolsa,Acessorios,82,Maryland,M,Cinza,Inverno,48,Nao,Frete em 2 dias,Nao,No,9,Cartao de Debito,Semanalmente
2928,45,Mulher,Shirt,Roupas,24,Missouri,M,Preto,Verao,27,Nao,Expresso,Nao,No,15,Cartao de Debito,Quinzenalmente
2929,40,Mulher,Joias,Acessorios,80,Alabama,G,Amarelo,Primavera,36,Nao,Retirado na loja,Nao,No,17,PIX,Semanalmente
2930,31,Mulher,Socks,Roupas,53,Maine,XG,Branco,Inverno,45,Nao,Next Day Air,Nao,No,42,Cartao de Debito,Quinzenalmente
2931,38,Mulher,T-shirt,Roupas,50,Mississippi,M,Laranja,Primavera,40,Nao,Free Shipping,Nao,No,14,Cartao de Credito,Mensalmente
2932,36,Mulher,Joias,Acessorios,31,Alabama,M,Magenta,Outono,45,Nao,Frete em 2 dias,Nao,No,49,Em dinheiro,Quinzenalmente
2933,65,Mulher,Mochila,Acessorios,88,Alaska,G,Preto,Primavera,39,Nao,Expresso,Nao,No,3,Cartao de Credito,Trimestralmente
2934,27,Mulher,Chapeu,Acessorios,52,Illinois,M,Marrom,Verao,38,Nao,Standard,Nao,No,28,Cartao de Credito,Mensalmente
2935,38,Mulher,Gloves,Acessorios,22,Idaho,M,Laranja,Outono,47,Nao,Next Day Air,Nao,No,41,Transferencia bancaria,Trimestralmente
2936,58,Mulher,Tenis,Calcados,27,North Carolina,XG,Cinza,Primavera,46,Nao,Standard,Nao,No,11,Cartao de Debito,Semanalmente
2937,31,Mulher,Saia,Roupas,34,Washington,M,Branco,Primavera,36,Nao,Expresso,Nao,No,46,Cartao de Debito,Semanalmente
2938,28,Mulher,Bolsa,Acessorios,39,West Virginia,M,Branco,Primavera,43,Nao,Frete em 2 dias,Nao,No,15,Cartao de Debito,Semanalmente
2939,28,Mulher,Oculos de sol,Acessorios,53,Maine,M,Violeta,Outono,30,Nao,Standard,Nao,No,15,Em dinheiro,Mensalmente
2940,32,Mulher,Sueter,Roupas,46,Kentucky,M,Bege,Inverno,43,Nao,Expresso,Nao,No,34,PayPal,Semanalmente
2941,61,Mulher,Bolsa,Acessorios,85,Massachusetts,G,Bege,Verao,48,Nao,Next Day Air,Nao,No,13,PIX,Mensalmente
2942,38,Mulher,Saia,Roupas,86,Pennsylvania,G,Roxo,Primavera,37,Nao,Free Shipping,Nao,No,27,Transferencia bancaria,Mensalmente
2943,54,Mulher,Socks,Roupas,63,Hawaii,M,Marrom,Verao,26,Nao,Free Shipping,Nao,No,37,Em dinheiro,Semanalmente
2944,29,Mulher,Shirt,Roupas,44,Virginia,M,Laranja,Primavera,34,Nao,Standard,Nao,No,37,Cartao de Debito,Mensalmente
2945,50,Mulher,Tenis,Calcados,95,New York,XG,Ciano,Verao,39,Nao,Free Shipping,Nao,No,4,Em dinheiro,A cada 3 meses
2946,32,Mulher,Cinto,Acessorios,49,Delaware,M,Carvao,Verao,48,Nao,Free Shipping,Nao,No,1,PIX,A cada 3 meses
2947,38,Mulher,Calcas,Roupas,77,Hawaii,G,Roxo,Primavera,28,Nao,Free Shipping,Nao,No,29,Cartao de Credito,Trimestralmente
2948,52,Mulher,Joias,Acessorios,63,Nebraska,G,Pessego,Primavera,44,Nao,Standard,Nao,No,50,PIX,Anualmente
2949,61,Mulher,Calcas,Roupas,83,Vermont,M,Violeta,Inverno,31,Nao,Standard,Nao,No,38,Cartao de Credito,Quinzenalmente
2950,25,Mulher,Joias,Acessorios,93,Iowa,M,Pessego,Primavera,38,Nao,Retirado na loja,Nao,No,15,Cartao de Credito,Anualmente
2951,22,Mulher,Jeans,Roupas,91,Iowa,P,Marrom,Inverno,41,Nao,Frete em 2 dias,Nao,No,44,Transferencia bancaria,A cada 3 meses
2952,47,Mulher,Cachecol,Acessorios,99,Arkansas,G,Marrom,Outono,46,Nao,Free Shipping,Nao,No,14,Cartao de Credito,Semanalmente
2953,50,Mulher,Cinto,Acessorios,24,Alabama,M,Pessego,Primavera,49,Nao,Next Day Air,Nao,No,5,PayPal,Mensalmente
2954,45,Mulher,Vestido,Roupas,82,Maryland,M,Prateado,Verao,48,Nao,Next Day Air,Nao,No,11,PayPal,Anualmente
2955,33,Mulher,T-shirt,Roupas,28,South Dakota,M,Indigo,Inverno,39,Nao,Expresso,Nao,No,15,PayPal,Anualmente
2956,42,Mulher,Botas,Calcados,67,Vermont,M,Prateado,Inverno,26,Nao,Free Shipping,Nao,No,46,PIX,Anualmente
2957,52,Mulher,Vestido,Roupas,88,Montana,M,Oliva,Outono,37,Nao,Standard,Nao,No,30,PayPal,Mensalmente
2958,69,Mulher,Joias,Acessorios,70,South Dakota,P,Cinza,Outono,47,Nao,Standard,Nao,No,2,Em dinheiro,Anualmente
2959,55,Mulher,Saia,Roupas,100,Ohio,M,Preto,Verao,45,Nao,Standard,Nao,No,28,PIX,Mensalmente
2960,38,Mulher,Bolsa,Acessorios,28,Texas,G,Marrom,Verao,47,Nao,Free Shipping,Nao,No,9,PayPal,Trimestralmente
2961,57,Mulher,Casaco,Agasalhos,48,Indiana,P,Oliva,Primavera,36,Nao,Standard,Nao,No,47,PIX,Semanalmente
